ID,location,crowding,intensity,temp,pop,humidity,mobility,total_cases,peak_cases,prop_peak,reporting_days,patchiness,pop_entropy,var_difference,range,contacts,raw_intensity
CN150500,Hinggan League,19129.0011363688,0.219280833164715,1.37864583333333,1514143.96257174,0.000447048995163057,,5,3,0.6,10,17417.1685995229,0.0336453285463518,0.898148148148148,5,28934228887.5837,0.316355370568734
CN150600,Hohhot,316963.698487715,0.201888563782925,14.9448958333333,3459446.22079468,0.000995470064280912,,15,9,0.6,9,303710.115266279,0.0502734035672134,2.98743386243386,1.8,1092493317864.44,0.291263629781821
CN150700,Hulunbuir,16906.6963958475,0.201660639920826,-10.5469444444444,2581144.4161705,0.000321223223148439,,11,8,0.727272727272727,26,16335.1266495808,0.0229725835184174,0.898148148148148,8.66666666666667,43629271998.7107,0.290934805156271
CN150800,Ordos,61414.3058129351,0.159121305782849,21.6622023809524,2907066.4085077,0.00117722433953283,,34,20,0.588235294117647,11,59173.9284740703,0.0125937359717551,9.35925925925926,0.636363636363636,178402834328.27,0.229563518752692
CN150900,Tongliao,35824.1587028164,0.151733612422263,6.17841666666667,3243940.16773748,0.000692835991062154,,5,1,0.2,12,32366.8003150365,0.0304838700851385,0.548148148148148,12,116099491396.113,0.218905330177767
CN151000,Ulanqab,22092.7518080271,0.0199046122521219,9.9125,1918805.5222683,0.000675155518835323,,9,6,0.666666666666667,3,19831.0094468616,0.0182587275055058,0.148148148148148,1,42346821706.2051,0.028716285386954
CN151100,Wuhai,47421.0608797348,0.0203108288286959,22.4638541666667,635936.056152344,0.000880492593270079,,5,3,0.6,4,22962.9817969524,1.05593171686872,0.481481481481481,2,29595109046.6706,0.0293023320275041
CN151200,Xilingol League,10377.2389700425,0.150672644837702,4.45607142857143,1167886.11937012,0.0007362778428214,,11,4,0.363636363636364,25,10017.3347304349,0.0143509901863802,0.930756843800322,12.5,12115818051.9256,0.217374677504977
CN210100,Anshan,204890.81391501,0.200253195498065,14.1438888888889,3689627.74511719,0.000797452385808767,,3,1,0.333333333333333,5,179090.221291813,0.198178176324144,1.48148148148148,3,751350018807.894,0.288904292067226
CN210200,Benxi,162579.73167261,0.213338763464677,13.6035416666667,1805937.04980469,0.00103184777601957,,9,3,0.333333333333333,9,148133.235274173,0.0820339767268832,4.84457671957672,3,291468606591.759,0.307782776079874
CN210300,Chaoyang,68621.576302324,0.165523284851655,19.0982142857143,3155943.80249023,0.000857197770247856,,18,6,0.333333333333333,14,58729.3355421665,0.0885309930053112,10.0712250712251,1.16666666666667,215984814992.227,0.238799622207134
CN210400,Dalian,290696.51573462,0.174464183890154,24.0921354166667,6600516.69311523,0.00145930591480577,,39,15,0.384615384615385,17,252544.240051873,0.221082900311014,45.5439814814815,1.21428571428571,1909111814724.01,0.251698612911065
CN210500,Dandong,91785.3675630608,0.210817506342831,16.6410833333333,1935145.84680176,0.000956220498124674,,19,7,0.368421052631579,12,82571.3873401953,0.0302129656667758,13.2208754208754,1.71428571428571,176857179135.515,0.30414537093338
CN210700,Fuxin,68716.7746921159,0.126060612758193,11.7610416666667,1731003.08984375,0.00063912872291422,,16,9,0.5625,5,58226.8468748811,0.147726669279377,19.0648148148148,0.571428571428571,118338095668.56,0.181867020877669
CN210800,Huludao,57969.878114896,0.168249539202506,24.1551388888889,2305301.13439941,0.00112963157226029,,17,7,0.411764705882353,10,42394.5190986837,0.18329760586272,12.8981481481481,0.857142857142857,132977673529.465,0.242732775839309
CN210900,Jinzhou,88359.3305483087,0.146392793227669,17.5314880952381,3199747.87524414,0.000848806983868071,,22,7,0.318181818181818,13,66885.51259365,0.249519638787719,18.9587542087542,1,281291225973.193,0.211200156811442
CN211000,Liaoyang,119425.927319785,0.158177096350392,15.87925,2052209.45361328,0.0011839872330481,,7,2,0.285714285714286,11,92774.8564936386,0.189427353565003,2.37037037037037,5.5,242614375006.042,0.228201312486927
CN211100,Panjin,174775.691547357,0.110385566843685,16.9898214285714,1407103.19519043,0.000927509654712669,,27,8,0.296296296296296,10,144838.325692241,0.338925434883941,31.0092592592593,0.625,241591211233.486,0.159252709871102
CN211200,Shenyang,703275.871351541,0.263298367620841,13.5496759259259,9184362.52001953,0.00111635260162773,,52,23,0.442307692307692,41,657355.058751444,0.133732140812762,39.9430199430199,1.78260869565217,6428953618255.46,0.379859249240747
CN211300,Tieling,41546.8878246099,0.227773644586425,3.95479166666667,2517282.81188965,0.000692130388267484,,9,3,0.333333333333333,10,29328.0683494175,0.212980315345277,4.25925925925926,3.33333333333333,104226882907.612,0.32860790749004
CN211400,Yingkou,104502.421489052,0.315464876785729,19.28625,2381460.765625,0.00114055632585795,,3,1,0.333333333333333,9,75811.1231080275,0.322235849637403,0.71957671957672,9,246693221324.167,0.455119613313419
CN220300,Changchun,366408.46174717,0.0932532581628656,6.398046875,8158954.80224609,0.00100440908450578,,42,12,0.285714285714286,40,341458.52963021,0.0787430615332229,6.35867446393762,4,2980990369962.12,0.134536013098304
CN220400,Jilin,162172.085080554,0.198950982525434,7.12097222222222,4520515.37621278,0.000870270550859488,,6,1,0.166666666666667,40,152127.495355637,0.0727683732394395,0.358674463937622,40,731573193794.91,0.28702559586943
CN220500,Liaoyuan,63256.5051465393,0.204795830169738,8.31666666666667,1096489.6784668,0.0010153788668873,,12,3,0.25,31,49720.5955358381,0.199099914156536,1.62975734355045,10.3333333333333,68687041781.5033,0.29545792858062
CN220600,Siping,54216.9717062105,0.117064221048084,9.00166666666667,3449812.55187988,0.0012238580516923,,25,10,0.4,35,39411.9092517904,0.13603791376365,1.9280055456526,7,186454854327.171,0.168887971171601
CN220700,Songyuan,42479.6619272195,0.569323441926607,10.5802083333333,2974119.49206543,0.000827576987377498,,2,1,0.5,5,34007.3870210502,0.0897309388726681,0.814814814814815,5,126051436615.023,0.821360106329352
CN220800,Tonghua,55418.3046938811,0.308549975060957,13.0933333333333,2307291.57270789,0.00115140326892696,,6,2,0.333333333333333,26,46001.7880705836,0.141458303813383,0.771481481481481,13,127432964790.094,0.445143518886856
CN220900,Yanbian Korean Autonomous Prefecture,79443.844701052,0.294153167539566,6.49645833333333,2244614.71712655,0.00087670995829804,,4,1,0.25,29,76153.6207756465,0.0392852324921534,0.296296296296296,29,178070184382.394,0.424373316071112
CN230100,Daqing,41103.3740057926,0.297088096060116,7.99270833333333,3053487.45959473,0.00086667698198982,,8,3,0.375,21,32202.0782052249,0.306922000924849,1.08499025341131,7,125221964648.144,0.428607522893073
CN230300,Harbin,317949.583102024,0.210766703384114,10.5613888888889,12067896.5137329,0.000999154083591099,,16,7,0.4375,22,304015.367728199,0.0326486129107687,3.41005291005291,4.4,3832746145833.51,0.304072077756777
CN230600,Jiamusi,63303.0106093636,0.885179503446286,2.63,2767581.0408287,0.000591166121539885,,5,4,0.8,4,58299.3432660929,0.0601415564707673,7.14814814814815,0.5,174904443170.475,1.27704407991851
CN230900,Qiqihar,61605.4138600664,0.449922565594948,5.77916666666667,5356332.8097229,0.000785220137063251,,6,3,0.5,19,54279.0091956028,0.0377484284377288,0.958605664488017,6.33333333333333,329581375250.069,0.649101054167871
CN231100,Shuangyashan,30939.1140324094,NA,12.956875,1430741.74382782,0.00124264772827244,,10,9,0.9,17,26998.676721589,0.152021029469146,5.34814814814815,1.88888888888889,44159468371.444,NA
CN231200,Suihua,36090.4687481591,0.442260070148565,-0.663055555555556,5932033.86397409,0.000457497696617927,,8,7,0.875,4,25951.239920853,0.106905644928548,9.48148148148148,0.5,213826731269.629,0.63804640998654
CN310100,Shanghai Municipality,1274907.18956724,0.249440908119501,44.015625,30477714.7617188,0.00434775473750865,,29,25,0.862068965517241,5,884168.256724693,0.514967227442541,31.4814814814815,0.176470588235294,38510777826040.7,0.359867161138843
CN320100,Changzhou,259256.385967111,0.0318080223609421,43.1228288429407,5339134.6171875,0.00459644015651205,,82,8,0.0975609756097561,25,168763.578896136,0.578877637874913,15.0756843800322,2,1368932686294.69,0.0458892761206164
CN320200,Huai'an,124371.984957305,0.0380526250158025,41.4038480392157,4345019.13911438,0.00417505674290273,,56,15,0.267857142857143,23,90949.7608102712,0.22707220753632,7.76719576719577,1.625,537358820767.454,0.0548983334031056
CN320300,Lianyungang,70095.0008528577,0.05503269841318,39.5389880952381,4155153.12536621,0.0039045757944663,,35,8,0.228571428571429,24,31622.3608031706,0.409319522622328,5.10071731810862,2.8,290038834539.237,0.0793954010874328
CN320400,Nanjing,700638.496170287,0.055939431582924,43.3590364583333,10470160.4763794,0.00448280446969563,,67,9,0.134328358208955,27,590427.280629451,0.232948311673874,12.3466096866097,1.77777777777778,7270725192118.11,0.0807035405348319
CN320500,Nantong,109690.235716861,0.0441852566099356,42.7154166666667,6578655.69433594,0.00453957744887769,,32,9,0.28125,20,50953.238446004,0.309863064812317,4.03703703703704,2,718621402630.994,0.0637458505915604
CN320600,Suqian,55317.6084450405,0.0926446239093873,38.8900925925926,4571174.10772705,0.0035708180844944,,10,3,0.3,21,19606.3107284229,0.946514809365659,0.884990253411306,10.5,252166233019.494,0.133657939479096
CN320700,Suzhou,283837.099729198,0.0686126739432378,44.3488888888889,12539218.2328205,0.00472091650117855,,68,12,0.176470588235294,27,170872.169703788,0.599195169158013,18.0681481481482,1.25,3539792602509.21,0.0989871644400405
CN320800,Taizhou,93564.8605829022,0.0525240913296904,40.6884583333333,4369096.18359375,0.00394768172501639,,27,5,0.185185185185185,13,37551.8069470849,0.70245538315347,12.5117845117845,1.4,406690446362.784,0.0757762460885433
CN321000,Xuzhou,127407.814800981,0.0521108911126983,40.8104166666667,8121209.8515625,0.00397413390738872,,59,8,0.135593220338983,21,76966.5175863075,0.167905147612214,16.7034113060429,1.375,1030823232772.11,0.0751801241845946
CN321100,Yancheng,61450.4902696793,0.152649944161654,41.9044270833333,6734434.6663208,0.00446304252841376,,17,5,0.294117647058824,20,29229.3148327377,0.558527607554327,5.37037037037037,4,412892479824.095,0.220227317433995
CN321200,Yangzhou,119512.829428703,0.103451471674272,42.1982954545455,4344818.84785461,0.00439465328902659,,21,5,0.238095238095238,25,71768.5673643666,0.330803006621193,5.10466988727858,5,515834984805.469,0.149248925157137
CN321300,Zhenjiang,162937.384435521,0.0800162044435997,42.23109375,3401711.06445312,0.00439541153424816,,12,2,0.166666666666667,14,93515.7096507636,0.380605576949748,1.39173789173789,4,547773792749.014,0.115438981341539
CN330100,Hangzhou,347478.560445828,0.0809399041581172,44.993125,10280098.6397705,0.00504312867024617,,165,53,0.321212121212121,38,301172.809816231,0.204064397761488,73.6361361361361,1.02702702702703,3558167542387.99,0.116771598338944
CN330200,Huzhou,76093.6258404726,0.138519169631526,38.9797916666667,3024262.23779297,0.0042163034542009,,10,3,0.3,13,38758.0550035224,0.810437117930919,2.87542087542088,4.33333333333333,228679986299.947,0.199840919095459
CN330300,Jiaxing,146173.290277447,0.0838445175095471,44.7498888888889,5840935.18554688,0.00508598999347255,,43,8,0.186046511627907,40,41871.8762498245,0.81965378516264,4.12115759484181,8,849421376595.976,0.120962069616751
CN330400,Jinhua,110658.948713889,0.116977686585426,42.0959027777778,6260082.95092773,0.00471128042107503,,49,20,0.408163265306122,37,68074.350408258,0.785162209685214,9.34497354497354,2.84615384615385,689835211270,0.168763128331457
CN330500,Lishui,35998.2018705166,0.132426098836251,44.6689285714286,2016598.57537842,0.004517268678062,,16,8,0.5,13,27115.507705854,0.324196261484291,5.93602693602694,1.16666666666667,72353036730.6902,0.191050476075331
CN330600,Ningbo,234385.840197182,0.0920926014190979,46.4279166666667,8471731.50927734,0.00547589378974602,,163,54,0.331288343558282,37,156664.53277262,0.454936950032935,70.3473544973545,1.37037037037037,1973477578748.23,0.132861539369896
CN330700,Quzhou,48273.7518903834,0.435665599529098,47.31875,2146791.60699463,0.00522022346310642,,39,27,0.692307692307692,37,30234.4862853865,0.419991650532206,43.4330687830688,1.37037037037037,103088247233.397,0.628532599926547
CN330800,Shaoxing,139270.003510625,0.105569801422952,42.7757638888889,5245984.77099609,0.00483186290182877,,42,21,0.5,22,92009.8794475975,0.438508456707008,19.8481481481481,0.8,726259827145.716,0.152305028980525
CN330900,Taizhou,126324.866134965,0.118392262150373,48.7971614583333,5589180.16223145,0.0059018886603048,,126,59,0.468253968253968,40,79749.3647830365,0.806590082851003,78.8606987554356,0.952380952380952,702337989401.458,0.17080392948397
CN331000,Wenzhou,305200.1543454,0.0943696756731805,49.5570175438597,9204161.68664551,0.00577762477064708,,493,167,0.338742393509128,42,239923.411886922,0.370944152273407,652.326196928636,0.375,2793449908693.32,0.136146663103997
CN340100,Anqing,48837.3888996888,0.0875986569063636,45.7948333333333,5568991.80175781,0.00524450564055267,,64,16,0.25,25,23174.8322095606,0.439222949749429,41.1916264090177,0.9375,271380269781.431,0.126378147907345
CN340200,Bengbu,93578.4100305196,0.0583530788643385,42.9751225490196,2886535.14941406,0.00463795232663943,,124,51,0.411290322580645,24,55092.2747049987,0.308281396076851,47.6856975552628,0.5,267997025947.414,0.0841856974981837
CN340300,Bozhou,47212.2804105237,0.0474252344673447,43.8988333333333,4839470.90234375,0.00472890693691585,,94,12,0.127659574468085,22,8185.28926259018,0.67573648812181,44.5386243386243,0.916666666666667,228163001883.139,0.0684201505790346
CN340400,Chizhou,27229.8612487422,0.139392539418788,45.0188095238095,1393499.23193359,0.00544322355721875,,8,3,0.375,22,14676.8141142053,0.336840129254831,0.848148148148148,11,37760537319.606,0.201100925356405
CN340500,Chuzhou,36853.9780770492,0.166666666666667,39.1801388888889,3928154.70019531,0.00428846849792273,,4,3,0.75,4,15960.5381823933,0.481249383386254,1.48148148148148,1.5,144434640698.518,0.240449173481494
CN340600,Fuyang,73895.4116547867,0.0334781714587356,43.1133333333333,7134656.90625,0.00455702294834783,,114,11,0.0964912280701754,27,22567.9447033479,0.247701806605509,25.2681481481481,1.36363636363636,526060031099.143,0.0482987919415483
CN340700,Hefei,363025.332826681,0.0317770753795624,44.0220643939394,8817468.86920166,0.00502748177757108,,153,16,0.104575163398693,27,310541.399081433,0.198449436702958,43.4666096866097,0.875,3184665826174.89,0.0458446290640494
CN340800,Huaibei,143123.828937199,0.0943385685690578,42.3704166666667,2326562.6015625,0.0042999928862434,,23,8,0.347826086956522,23,81899.4973171336,0.482421479806662,4.33862433862434,4.6,327972223914.959,0.136101785039143
CN340900,Huainan,208887.062725761,0.114754019526636,39.3685,2246548.62695312,0.00372180329084224,,25,10,0.4,23,131420.868692895,0.39844050758377,6.71957671957672,3.28571428571429,459094138019.83,0.165555054893153
CN341000,Huangshan,26924.0777273967,0.0981270821770131,39.0054166666667,1342712.03356934,0.00388021079843959,,9,4,0.444444444444444,5,16516.4573121306,0.488746447917634,7.73148148148148,1,35979369622.5648,0.141567454833681
CN341100,Lu'an,39529.8843874682,0.0502066148237632,43.4475694444444,5321898.6751709,0.00480319760645532,,53,18,0.339622641509434,25,18412.2388510757,0.149050313124008,11.7061191626409,1.8,209985197805.498,0.0724328342260655
CN341200,Ma'anshan,102816.06532116,0.0959373800247818,44.0631060606061,2480378.31445312,0.00511845267500155,,30,8,0.266666666666667,22,60051.92196852,0.260385679722524,9.47671957671958,1.375,252454609748.416,0.138408382397633
CN341300,Suzhou,54661.6670682843,0.0753903800670406,40.9897321428571,5074323.95532227,0.00402792563149224,,32,7,0.21875,23,17623.8060805306,0.407020898736231,10.7650312650313,2,276718240938.953,0.108765327453454
CN341400,Tongling,127006.720354649,0.0844401921819157,42.5826041666667,773520.028320312,0.00461470126149566,,25,9,0.36,23,75439.7184666286,0.62770525719715,3.85377585377585,2,94351966381.2796,0.121821446512561
CN341500,Wuhu,167540.956934059,0.119223115282198,41.4076388888889,3283827.27441406,0.00432405215687354,,25,9,0.36,23,124894.849474136,0.138459856720914,5.62217412217412,3.83333333333333,544849159894.779,0.172002597176961
CN341600,Xuancheng,28988.7524275268,0.231246002510808,41.0722916666667,2383433.56665039,0.00438169922627957,,5,2,0.4,11,14367.4606075858,0.500422838141013,1.25925925925926,5.5,68882680389.3698,0.333617461047739
CN350100,Fuzhou,455515.917269475,0.0360534517979685,53.9084803921569,6954931.79296875,0.00707078581029847,,63,21,0.333333333333333,18,407880.398139552,0.122738250974318,23.6334422657952,0.642857142857143,3148652132832.1,0.0520141361158584
CN350200,Longyan,46775.5039844373,0.173884712021478,50.63425,2452379.65789795,0.00664552371000085,,6,3,0.5,13,36927.5896956905,0.0728832089125745,0.875420875420875,6.5,114347597793.556,0.250862611719792
CN350300,Nanping,23841.6877382742,0.191202847473977,44.4406944444444,2483980.49108887,0.00491036515053426,,21,10,0.476190476190476,13,16558.2874711514,0.203978032897646,21.3223905723906,1.3,59101670022.8278,0.275847399854556
CN350400,Ningde,42392.8285619325,0.1179437773705,48.891875,2324448.0090332,0.0056323674848796,,23,5,0.217391304347826,27,28391.1297123349,0.31167443697796,4.86814814814815,5.4,98142373508.7082,0.170156902716132
CN350500,Putian,114497.242827159,0.0376637168138595,48.4607196969697,2506135.88891602,0.00556502158696142,,47,14,0.297872340425532,13,65358.3234366484,1.00018283862827,12.7845117845118,0.888888888888889,283733946685.898,0.0543372574688014
CN350600,Quanzhou,216227.933701712,0.0541518439867399,54.9854166666667,7840975.83166504,0.00694451363616051,,39,12,0.307692307692308,17,159410.268254864,0.360446254832943,9.27731481481482,1.25,1686380523585.23,0.0781245967746625
CN350700,Sanming,35012.722229198,0.360691599144138,47.7565833333333,2416868.41943359,0.00505670886605652,,12,8,0.666666666666667,13,26736.7755873021,0.0800810106752792,6.23148148148148,1.625,84399843769.2367,0.520367981375557
CN350800,Xiamen,871059.815217787,0.0714837381530289,56.2694791666667,4300132.57226562,0.00753699302543273,,28,15,0.535714285714286,16,684098.529467107,0.470235962355249,7.07195767195767,1.5,3617772059061.83,0.10312923453758
CN350900,Zhangzhou,84419.6461156086,0.0672498140739475,53.2343981481481,4656829.78198242,0.00601426049153193,,19,8,0.421052631578947,10,55674.7832638652,0.410168415354464,8.92592592592593,1.5,391527502531.579,0.0970209732651888
CN360100,Fuzhou,63390.1622474407,0.0577011906200125,45.5863725490196,4303336.40148926,0.00582213677524671,,66,17,0.257575757575758,25,45534.9946064064,0.120646963150206,21.1916264090177,1.7,271976112198.496,0.0832452215608809
CN360200,Ganzhou,56219.4354675803,0.0402473708374627,47.1802777777778,9428997.32714844,0.00575919024172014,,70,20,0.285714285714286,16,37695.8827619842,0.124992036393421,29.0338624338624,0.818181818181818,529394607390.6,0.0580646823160265
CN360300,Ji'an,38422.8344253307,0.0976217786543805,46.9981439393939,5152764.33679199,0.00571040714406078,,19,5,0.263157894736842,25,22421.4607085854,0.215837393892499,3.53945249597423,6.25,197625014351.774,0.140838455947435
CN360400,Jingdezhen,66903.3682963965,0.16874851524901,44.3548611111111,1700201.98120117,0.00497683520075306,,6,1,0.166666666666667,24,42615.7685649512,0.539862098834275,0.602693602693603,24,112714161981.643,0.243452646107122
CN360500,Jiujiang,35744.4995893262,0.0764744125295292,45.2760416666667,4562914.91816461,0.00538990698776648,,110,38,0.345454545454545,25,17346.649112856,0.614762924930654,71.1463365539452,0.538461538461538,162779952015.17,0.110329255711249
CN360600,Nanchang,417729.08027079,0.0637701030773678,48.2085087719298,6015330.57995605,0.00601810973709112,,198,59,0.297979797979798,28,358756.251055535,0.206216859648625,161.532763532764,0.333333333333333,2491621280810.15,0.0920008114666966
CN360700,Pingxiang,106668.924643251,0.105397219678381,48.8751388888889,1947136.8984375,0.00627699741039038,,28,7,0.25,27,66932.4369200372,0.328643789831673,7.82814814814815,3.85714285714286,205039272199.129,0.152056046153485
CN360800,Shangrao,48922.6924897573,0.0678127742204733,48.6580952380952,7217717.47705078,0.0061381054311953,,102,46,0.450980392156863,22,24784.1691551393,0.551563045335792,25.1957671957672,0.631578947368421,352511894578.053,0.0978331530767998
CN360900,Xinyu,107811.61291892,0.0635155973618822,48.3071614583333,1181351.35205078,0.00623006464769963,,109,25,0.229357798165138,27,78278.8291176509,0.314123025890031,40.0681481481481,0.823529411764706,125051524673.165,0.0916336373330876
CN361000,Yichun,55400.200758163,0.0478652660038491,48.4480729166667,6150995.99133301,0.00616651700053242,,86,20,0.232558139534884,24,31652.181486607,0.32488700788127,24.8279900453814,1,340014704514.392,0.0690549818945843
CN361100,Yingtan,53177.291617763,0.14573736905066,44.9086111111111,1158088.52563477,0.00515605466518253,,11,4,0.363636363636364,11,29051.4473337054,0.698812099429238,5.48148148148148,1.5,60883091500.8183,0.210254579601592
CN370100,Binzhou,56055.0180751672,0.271940834200676,35.6469166666667,3776538.47073364,0.00266648787903355,,8,5,0.625,37,24051.4547638651,0.478499345117228,0.491005291005291,12.3333333333333,210924175931.819,0.392327692916523
CN370200,Dezhou,63584.7965245286,0.222592256245873,32.8707291666667,6619067.26464844,0.00239917779667925,,16,8,0.5,11,22727.3566192914,0.399148235141774,8.1037037037037,2.2,419943440870.205,0.321132744226206
CN370400,Heze,60947.9338255137,0.279310783615844,39.4694166666667,8691600.00195312,0.00341658072042003,,10,5,0.5,37,12119.720331395,0.357475371758199,1.34814814814815,9.25,529143265345.323,0.402960282389388
CN370500,Jinan,316005.708145745,0.197379652207332,37.5365476190476,7583601.25195312,0.00274714771687646,,21,7,0.333333333333333,39,250630.83528408,0.185847363984205,4.06635582951372,5.57142857142857,2380076074295.66,0.284758645411906
CN370600,Jining,96502.8748559101,0.222407895443994,40.2070138888889,9013780.88452148,0.00334414407355682,,21,7,0.333333333333333,39,42203.9900093951,0.211316786780351,3.59622780675412,7.8,867564096879.998,0.320866767811601
CN370800,Liaocheng,72439.9459338044,0.204608493254295,37.4751388888889,6216767.96679688,0.00289190343953966,,7,2,0.285714285714286,37,21898.1169354558,0.440813567088503,0.433862433862434,18.5,449235542618.118,0.295187658541735
CN370900,Linyi,78352.9884448272,0.225502493040946,35.2008333333333,10000433.4912109,0.00274150852057079,,21,8,0.380952380952381,14,36511.1704899697,0.144272643806188,17.5071225071225,1.75,782036119519.983,0.325331328418271
CN371000,Qingdao,302752.348066873,0.141638917704241,35.289125,8353182.6640625,0.00269861753173332,,31,9,0.290322580645161,40,246312.924661045,0.0809516874842696,4.64747338431549,5,2515043659618.22,0.204341764168788
